maintenance_id,equipment_id,service_date,service_type,issue_reported,part_replaced,downtime_hours,service_cost,next_service_due_date,service_status
MAIN11130,EQX1033,2024-09-15,Hydraulic Service,Bucket Damage,Brake Pads,26.3,33730,2024-11-14,Completed
MAIN11131,EQX1137,2025-03-11,Emergency Repair,Brake Wear,Bucket Teeth,21.9,139407,2025-05-10,Completed
MAIN11132,EQX1281,2025-06-23,Inspection,No Issue,None,17.5,128436,2025-08-07,Completed
MAIN11133,EQX1169,2024-09-15,Corrective Maintenance,Low Engine Oil,Fuel Filter,37.9,109628,2024-11-14,Scheduled
MAIN11134,EQX1185,2025-06-09,Preventive Maintenance,Brake Wear,Track Chain,47.7,57875,2025-08-08,Completed
MAIN11135,EQX1163,2025-02-27,Preventive Maintenance,Low Engine Oil,Battery,26.0,78989,2025-04-13,Completed
MAIN11136,EQX1221,2025-03-19,Corrective Maintenance,Transmission Fault,Brake Pads,40.2,71626,2025-05-03,Completed
MAIN11137,EQX1252,2024-10-06,Hydraulic Service,Bucket Damage,Oil Filter,3.4,28027,2024-11-20,Completed
MAIN11138,EQX1155,2024-08-17,Corrective Maintenance,Battery Failure,Hydraulic Hose,43.7,115797,2024-10-01,Completed
MAIN11139,EQX1159,2024-12-09,Hydraulic Service,Track Wear,Engine Belt,34.3,116359,2025-01-08,Completed
MAIN11140,EQX1283,2024-07-10,Corrective Maintenance,Engine Overheating,Hydraulic Hose,3.8,133168,2024-08-09,Completed
MAIN11141,EQX1079,2025-05-16,Preventive Maintenance,Low Engine Oil,Track Chain,41.9,60702,2025-06-30,Scheduled
MAIN11142,EQX1250,2024-10-26,Corrective Maintenance,Brake Wear,Brake Pads,27.0,115754,2024-11-25,Completed
MAIN11143,EQX1143,2025-01-01,Inspection,No Issue,None,18.6,20431,2025-01-31,Completed
MAIN11144,EQX1293,2025-01-04,Preventive Maintenance,Low Engine Oil,Bucket Teeth,40.0,57839,2025-02-18,Completed
MAIN11145,EQX1267,2025-02-12,Inspection,No Issue,None,28.5,136345,2025-03-29,Completed
MAIN11146,EQX1210,2025-01-25,Hydraulic Service,Bucket Damage,Brake Pads,14.3,88697,2025-03-26,Completed
MAIN11147,EQX1140,2025-03-05,Corrective Maintenance,Track Wear,Hydraulic Pump,32.5,94435,2025-04-04,Completed
MAIN11148,EQX1081,2025-03-22,Corrective Maintenance,Hydraulic Leakage,Track Chain,23.2,16059,2025-05-06,Completed
MAIN11149,EQX1172,2025-06-13,Corrective Maintenance,Brake Wear,Fuel Filter,24.7,103915,2025-07-13,Completed
MAIN11150,EQX1219,2024-09-12,Preventive Maintenance,Fuel Leakage,Brake Pads,43.4,103338,2024-10-12,Completed
MAIN11151,EQX1055,2024-09-16,Hydraulic Service,Hydraulic Leakage,Brake Pads,39.5,101903,2024-10-31,Completed
MAIN11152,EQX1016,2025-04-22,Oil Change,Hydraulic Leakage,Track Chain,35.7,110237,2025-06-06,Completed
MAIN11153,EQX1281,2025-06-27,Corrective Maintenance,Battery Failure,Hydraulic Pump,20.4,95596,2025-07-27,Completed
MAIN11154,EQX1239,2024-09-30,Preventive Maintenance,Track Wear,Hydraulic Hose,30.7,101314,2024-10-30,Completed
MAIN11155,EQX1203,2025-05-01,Emergency Repair,Battery Failure,Hydraulic Hose,32.1,134803,2025-06-30,Completed
MAIN11156,EQX1118,2025-01-24,Inspection,No Issue,None,36.3,48422,2025-03-10,Completed
MAIN11157,EQX1110,2025-05-10,Preventive Maintenance,Battery Failure,Bucket Teeth,3.7,81008,2025-07-09,Completed
MAIN11158,EQX1062,2025-06-23,Preventive Maintenance,Brake Wear,Engine Belt,38.9,23593,2025-07-23,Completed
MAIN11159,EQX1108,2025-01-26,Preventive Maintenance,Bucket Damage,Hydraulic Pump,18.2,124171,2025-03-27,Completed
MAIN11160,EQX1200,2024-11-13,Corrective Maintenance,Bucket Damage,Hydraulic Pump,6.2,94331,2024-12-13,Completed
MAIN11161,EQX1053,2024-11-22,Preventive Maintenance,Engine Overheating,Battery,19.9,116065,2024-12-22,Completed
MAIN11162,EQX1012,2024-07-02,Emergency Repair,Fuel Leakage,Track Chain,19.9,125148,2024-08-31,Completed
MAIN11163,EQX1052,2024-11-10,Preventive Maintenance,Hydraulic Leakage,Oil Filter,23.3,96621,2025-01-09,Completed
MAIN11164,EQX1012,2025-07-01,Hydraulic Service,Fuel Leakage,Fuel Filter,44.0,54892,2025-07-31,Completed
MAIN11165,EQX1028,2024-11-01,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,21.0,55920,2024-12-01,Completed
MAIN11166,EQX1091,2024-11-21,Hydraulic Service,Track Wear,Bucket Teeth,17.8,28618,2024-12-21,Completed
MAIN11167,EQX1112,2024-10-06,Corrective Maintenance,Battery Failure,Battery,5.8,105614,2024-11-20,Completed
MAIN11168,EQX1051,2024-08-29,Emergency Repair,Bucket Damage,Engine Belt,14.5,148720,2024-10-28,Completed
MAIN11169,EQX1124,2024-12-19,Inspection,No Issue,None,38.5,77091,2025-02-02,Completed
MAIN11170,EQX1298,2025-05-26,Preventive Maintenance,Brake Wear,Hydraulic Hose,15.2,97997,2025-07-25,Scheduled
MAIN11171,EQX1015,2025-06-10,Preventive Maintenance,Battery Failure,Battery,2.5,46771,2025-07-10,Completed
MAIN11172,EQX1293,2024-10-30,Inspection,No Issue,None,27.3,41725,2024-12-29,In Progress
MAIN11173,EQX1186,2025-01-12,Oil Change,Transmission Fault,Oil Filter,31.9,75184,2025-03-13,Completed
MAIN11174,EQX1144,2024-11-24,Inspection,No Issue,None,42.8,26229,2025-01-08,Completed
MAIN11175,EQX1148,2025-05-13,Emergency Repair,Brake Wear,Oil Filter,27.0,120909,2025-06-12,In Progress
MAIN11176,EQX1057,2025-04-16,Hydraulic Service,Engine Overheating,Battery,34.1,102787,2025-06-15,Completed
MAIN11177,EQX1065,2025-04-30,Corrective Maintenance,Bucket Damage,Bucket Teeth,19.0,10407,2025-06-14,Completed
MAIN11178,EQX1072,2025-04-16,Preventive Maintenance,Engine Overheating,Engine Belt,29.3,72316,2025-05-31,Completed
MAIN11179,EQX1072,2024-08-17,Preventive Maintenance,Low Engine Oil,Engine Belt,19.0,81154,2024-09-16,Scheduled
MAIN11180,EQX1089,2025-02-19,Corrective Maintenance,Low Engine Oil,Brake Pads,12.4,110034,2025-04-05,Completed
MAIN11181,EQX1137,2025-03-06,Hydraulic Service,Battery Failure,Oil Filter,44.6,62645,2025-04-05,Completed
MAIN11182,EQX1242,2024-07-05,Emergency Repair,Low Engine Oil,Fuel Filter,18.9,45469,2024-08-19,Completed
MAIN11183,EQX1083,2025-02-03,Corrective Maintenance,Bucket Damage,Hydraulic Hose,3.3,27542,2025-03-05,Completed
MAIN11184,EQX1190,2024-11-19,Emergency Repair,Hydraulic Leakage,Track Chain,16.1,80571,2024-12-19,Completed
MAIN11185,EQX1048,2024-09-05,Preventive Maintenance,Transmission Fault,Fuel Filter,12.2,117772,2024-11-04,Completed
MAIN11186,EQX1031,2025-05-25,Corrective Maintenance,Bucket Damage,Fuel Filter,6.4,94494,2025-06-24,Completed
MAIN11187,EQX1094,2025-05-13,Preventive Maintenance,Track Wear,Hydraulic Pump,18.4,64395,2025-06-12,Scheduled
MAIN11188,EQX1146,2025-04-10,Corrective Maintenance,Low Engine Oil,Bucket Teeth,34.8,64286,2025-06-09,Completed
MAIN11189,EQX1274,2024-09-22,Inspection,No Issue,None,7.0,13970,2024-10-22,In Progress
MAIN11190,EQX1240,2024-07-03,Corrective Maintenance,Bucket Damage,Battery,25.7,76506,2024-09-01,Completed
MAIN11191,EQX1074,2025-06-19,Inspection,No Issue,None,18.5,84665,2025-08-18,Completed
MAIN11192,EQX1173,2025-03-17,Preventive Maintenance,Transmission Fault,Battery,46.6,144707,2025-04-16,Scheduled
MAIN11193,EQX1235,2024-11-03,Preventive Maintenance,Battery Failure,Bucket Teeth,25.2,68894,2024-12-18,In Progress
MAIN11194,EQX1109,2025-04-26,Corrective Maintenance,Brake Wear,Engine Belt,27.6,49793,2025-05-26,Completed
MAIN11195,EQX1235,2024-10-08,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,36.4,23534,2024-12-07,Completed
MAIN11196,EQX1088,2025-02-08,Inspection,No Issue,None,12.6,81649,2025-04-09,In Progress
MAIN11197,EQX1183,2024-12-06,Inspection,No Issue,None,25.6,124863,2025-01-05,Completed
MAIN11198,EQX1041,2025-04-18,Emergency Repair,Low Engine Oil,Track Chain,38.0,68570,2025-06-02,Completed
MAIN11199,EQX1061,2025-06-14,Preventive Maintenance,Transmission Fault,Hydraulic Hose,39.3,30327,2025-08-13,Completed
MAIN11200,EQX1039,2025-04-29,Preventive Maintenance,Engine Overheating,Hydraulic Pump,41.2,122016,2025-06-28,Completed
MAIN11201,EQX1089,2025-05-14,Corrective Maintenance,Battery Failure,Hydraulic Pump,44.7,59691,2025-07-13,Completed
MAIN11202,EQX1287,2025-03-30,Corrective Maintenance,Fuel Leakage,Hydraulic Pump,12.0,48890,2025-05-29,Completed
MAIN11203,EQX1016,2025-01-08,Inspection,No Issue,None,8.9,31013,2025-02-07,Completed
MAIN11204,EQX1235,2024-07-01,Preventive Maintenance,Transmission Fault,Fuel Filter,14.4,27575,2024-08-15,Completed
MAIN11205,EQX1043,2024-07-19,Corrective Maintenance,Brake Wear,Fuel Filter,29.2,142389,2024-08-18,Completed
MAIN11206,EQX1030,2025-04-16,Preventive Maintenance,Transmission Fault,Brake Pads,37.3,7936,2025-05-16,Completed
MAIN11207,EQX1158,2024-08-02,Corrective Maintenance,Engine Overheating,Hydraulic Pump,23.5,93684,2024-09-16,Completed
MAIN11208,EQX1109,2024-07-31,Inspection,No Issue,None,39.8,104759,2024-09-14,Completed
MAIN11209,EQX1239,2025-04-15,Preventive Maintenance,Transmission Fault,Hydraulic Pump,14.9,134986,2025-06-14,Completed
MAIN11210,EQX1292,2024-09-24,Emergency Repair,Transmission Fault,Oil Filter,36.9,118291,2024-10-24,Completed
MAIN11211,EQX1009,2025-05-12,Hydraulic Service,Hydraulic Leakage,Hydraulic Hose,3.1,19196,2025-07-11,In Progress
MAIN11212,EQX1136,2024-12-22,Inspection,No Issue,None,21.8,114533,2025-01-21,Completed
MAIN11213,EQX1056,2024-11-04,Preventive Maintenance,Bucket Damage,Fuel Filter,24.8,24388,2024-12-04,In Progress
MAIN11214,EQX1005,2025-04-18,Corrective Maintenance,Fuel Leakage,Brake Pads,5.7,132602,2025-06-02,Completed
MAIN11215,EQX1116,2025-03-30,Corrective Maintenance,Fuel Leakage,Battery,5.4,107574,2025-05-29,Completed
MAIN11216,EQX1283,2025-05-27,Emergency Repair,Battery Failure,Fuel Filter,4.3,24094,2025-07-11,Completed
MAIN11217,EQX1220,2024-11-26,Corrective Maintenance,Brake Wear,Hydraulic Pump,43.6,48912,2025-01-25,Completed
MAIN11218,EQX1042,2024-07-25,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,23.0,138417,2024-09-23,Completed
MAIN11219,EQX1050,2024-12-05,Corrective Maintenance,Brake Wear,Hydraulic Hose,38.2,141168,2025-02-03,Completed
MAIN11220,EQX1297,2025-03-02,Corrective Maintenance,Track Wear,Oil Filter,42.4,141741,2025-05-01,Completed
MAIN11221,EQX1253,2024-07-24,Oil Change,Engine Overheating,Track Chain,19.3,24984,2024-08-23,Completed
MAIN11222,EQX1077,2025-04-19,Emergency Repair,Battery Failure,Track Chain,36.7,115433,2025-06-03,Completed
MAIN11223,EQX1290,2024-07-25,Inspection,No Issue,None,46.2,15900,2024-09-23,Completed
MAIN11224,EQX1085,2025-03-31,Inspection,No Issue,None,18.7,16178,2025-04-30,Completed
MAIN11225,EQX1165,2024-09-17,Corrective Maintenance,Fuel Leakage,Engine Belt,28.2,8975,2024-10-17,In Progress
MAIN11226,EQX1193,2025-01-25,Preventive Maintenance,Transmission Fault,Hydraulic Hose,24.5,133640,2025-03-11,Completed
MAIN11227,EQX1136,2024-07-07,Preventive Maintenance,Track Wear,Engine Belt,10.4,96808,2024-08-21,Completed
MAIN11228,EQX1103,2025-04-29,Inspection,No Issue,None,39.4,8644,2025-06-13,Completed
MAIN11229,EQX1203,2024-11-01,Emergency Repair,Low Engine Oil,Hydraulic Pump,40.7,78362,2024-12-31,Completed
MAIN11230,EQX1010,2024-10-23,Inspection,No Issue,None,9.8,91416,2024-12-07,Completed
MAIN11231,EQX1271,2024-07-21,Emergency Repair,Transmission Fault,Hydraulic Pump,9.0,149264,2024-08-20,Completed
MAIN11232,EQX1063,2025-05-20,Emergency Repair,Fuel Leakage,Battery,33.9,60492,2025-07-19,Completed
MAIN11233,EQX1252,2024-12-27,Corrective Maintenance,Brake Wear,Oil Filter,17.2,67262,2025-02-25,Completed
MAIN11234,EQX1024,2024-07-31,Corrective Maintenance,Transmission Fault,Hydraulic Hose,5.0,101834,2024-08-30,Scheduled
MAIN11235,EQX1271,2024-08-21,Hydraulic Service,Transmission Fault,Battery,36.1,66608,2024-09-20,Completed
MAIN11236,EQX1258,2024-08-12,Emergency Repair,Battery Failure,Battery,39.3,32879,2024-09-11,Completed
MAIN11237,EQX1282,2025-05-11,Inspection,No Issue,None,23.1,80038,2025-06-10,Scheduled
MAIN11238,EQX1225,2024-09-18,Corrective Maintenance,Fuel Leakage,Brake Pads,5.4,99172,2024-10-18,Completed
MAIN11239,EQX1072,2025-05-26,Preventive Maintenance,Bucket Damage,Oil Filter,14.1,79433,2025-07-10,Completed
MAIN11240,EQX1286,2024-08-07,Corrective Maintenance,Transmission Fault,Battery,39.8,88423,2024-09-06,Completed
MAIN11241,EQX1097,2025-05-09,Hydraulic Service,Brake Wear,Fuel Filter,24.3,88445,2025-07-08,Completed
MAIN11242,EQX1205,2025-02-10,Hydraulic Service,Hydraulic Leakage,Track Chain,12.3,120047,2025-03-27,Completed
MAIN11243,EQX1083,2025-02-20,Preventive Maintenance,Brake Wear,Track Chain,24.1,76074,2025-04-06,Completed
MAIN11244,EQX1275,2025-01-03,Inspection,No Issue,None,31.2,138421,2025-02-02,In Progress
MAIN11245,EQX1160,2025-04-02,Preventive Maintenance,Fuel Leakage,Track Chain,44.8,9148,2025-05-02,Completed
MAIN11246,EQX1274,2024-11-01,Corrective Maintenance,Hydraulic Leakage,Battery,31.1,55567,2024-12-31,In Progress
MAIN11247,EQX1242,2024-07-21,Corrective Maintenance,Brake Wear,Brake Pads,3.2,26319,2024-09-19,Completed
MAIN11248,EQX1113,2024-09-18,Inspection,No Issue,None,36.0,53983,2024-11-17,Completed
MAIN11249,EQX1101,2024-08-02,Emergency Repair,Engine Overheating,Oil Filter,47.6,97754,2024-09-01,Completed
MAIN11250,EQX1254,2024-09-04,Corrective Maintenance,Fuel Leakage,Brake Pads,43.6,113571,2024-10-04,Completed
MAIN11251,EQX1158,2024-10-10,Emergency Repair,Track Wear,Bucket Teeth,7.5,134623,2024-12-09,Completed
MAIN11252,EQX1050,2025-05-08,Emergency Repair,Track Wear,Oil Filter,2.2,144314,2025-07-07,Completed
MAIN11253,EQX1023,2024-08-15,Corrective Maintenance,Low Engine Oil,Bucket Teeth,14.4,14421,2024-10-14,Completed
MAIN11254,EQX1089,2025-06-05,Emergency Repair,Brake Wear,Bucket Teeth,7.5,48956,2025-08-04,Completed
MAIN11255,EQX1146,2025-01-10,Inspection,No Issue,None,25.2,42959,2025-02-09,Completed
MAIN11256,EQX1300,2024-07-11,Preventive Maintenance,Hydraulic Leakage,Hydraulic Hose,11.1,32582,2024-08-10,In Progress
MAIN11257,EQX1261,2024-07-05,Preventive Maintenance,Battery Failure,Brake Pads,42.4,67440,2024-08-19,Completed
MAIN11258,EQX1210,2024-11-08,Emergency Repair,Engine Overheating,Brake Pads,22.9,101381,2024-12-08,Completed
MAIN11259,EQX1047,2024-11-02,Emergency Repair,Battery Failure,Battery,32.2,82376,2025-01-01,Completed
MAIN11260,EQX1158,2024-09-10,Corrective Maintenance,Fuel Leakage,Track Chain,2.4,128142,2024-10-10,Completed
MAIN11261,EQX1266,2024-07-09,Corrective Maintenance,Brake Wear,Battery,27.9,140598,2024-09-07,Completed
MAIN11262,EQX1171,2024-12-12,Emergency Repair,Track Wear,Hydraulic Hose,6.7,113072,2025-02-10,Completed
MAIN11263,EQX1192,2025-05-31,Preventive Maintenance,Hydraulic Leakage,Brake Pads,36.0,67204,2025-06-30,Completed
MAIN11264,EQX1100,2025-01-23,Corrective Maintenance,Track Wear,Battery,5.9,16885,2025-03-24,Completed
MAIN11265,EQX1182,2025-04-27,Emergency Repair,Low Engine Oil,Battery,6.9,86611,2025-05-27,Completed
MAIN11266,EQX1021,2025-03-27,Preventive Maintenance,Bucket Damage,Battery,40.5,111152,2025-04-26,Completed
MAIN11267,EQX1280,2024-11-05,Preventive Maintenance,Fuel Leakage,Hydraulic Pump,33.8,60447,2024-12-05,Completed
MAIN11268,EQX1118,2025-01-15,Corrective Maintenance,Battery Failure,Hydraulic Pump,10.9,122288,2025-02-14,Scheduled
MAIN11269,EQX1297,2025-04-08,Corrective Maintenance,Fuel Leakage,Fuel Filter,11.2,59369,2025-05-08,Completed
MAIN11270,EQX1269,2025-01-22,Corrective Maintenance,Low Engine Oil,Engine Belt,8.7,47634,2025-02-21,Completed
MAIN11271,EQX1285,2024-10-13,Hydraulic Service,Engine Overheating,Battery,46.9,82942,2024-11-27,Completed
MAIN11272,EQX1079,2024-10-11,Preventive Maintenance,Brake Wear,Battery,36.1,65863,2024-12-10,Completed
MAIN11273,EQX1106,2025-01-28,Inspection,No Issue,None,16.6,23838,2025-03-29,Completed
MAIN11274,EQX1190,2025-04-23,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,47.9,148964,2025-05-23,In Progress
MAIN11275,EQX1004,2025-02-06,Corrective Maintenance,Track Wear,Bucket Teeth,5.8,70669,2025-03-23,Completed
MAIN11276,EQX1275,2024-12-18,Oil Change,Hydraulic Leakage,Oil Filter,7.0,5212,2025-02-16,In Progress
MAIN11277,EQX1060,2024-11-07,Preventive Maintenance,Engine Overheating,Fuel Filter,45.7,85620,2024-12-07,In Progress
MAIN11278,EQX1227,2024-11-08,Corrective Maintenance,Low Engine Oil,Bucket Teeth,17.3,47383,2025-01-07,Completed
MAIN11279,EQX1126,2025-04-13,Emergency Repair,Low Engine Oil,Fuel Filter,11.0,89652,2025-06-12,Completed
MAIN11280,EQX1120,2025-01-13,Corrective Maintenance,Bucket Damage,Hydraulic Hose,30.4,97225,2025-02-12,Completed
MAIN11281,EQX1012,2025-03-06,Emergency Repair,Track Wear,Hydraulic Pump,15.0,140768,2025-05-05,Completed
MAIN11282,EQX1187,2025-01-10,Inspection,No Issue,None,38.5,122111,2025-02-09,Completed
MAIN11283,EQX1083,2024-10-20,Preventive Maintenance,Battery Failure,Brake Pads,23.1,78411,2024-11-19,Completed
MAIN11284,EQX1014,2024-12-04,Preventive Maintenance,Transmission Fault,Hydraulic Pump,43.1,62133,2025-01-18,Completed
MAIN11285,EQX1050,2025-04-18,Corrective Maintenance,Fuel Leakage,Track Chain,8.5,51387,2025-06-02,Completed
MAIN11286,EQX1063,2024-08-06,Hydraulic Service,Low Engine Oil,Engine Belt,37.3,143809,2024-10-05,Completed
MAIN11287,EQX1047,2025-06-10,Corrective Maintenance,Bucket Damage,Hydraulic Pump,44.8,67004,2025-08-09,In Progress
MAIN11288,EQX1238,2024-11-15,Emergency Repair,Bucket Damage,Track Chain,40.0,54978,2025-01-14,Completed
MAIN11289,EQX1052,2025-01-27,Preventive Maintenance,Fuel Leakage,Brake Pads,22.3,137821,2025-03-28,Completed
MAIN11290,EQX1070,2025-02-23,Preventive Maintenance,Bucket Damage,Hydraulic Pump,31.9,26185,2025-04-09,Completed
MAIN11291,EQX1213,2024-07-05,Inspection,No Issue,None,32.3,64125,2024-08-04,Completed
MAIN11292,EQX1034,2025-01-18,Emergency Repair,Engine Overheating,Engine Belt,15.1,35777,2025-03-04,In Progress
MAIN11293,EQX1064,2024-12-24,Inspection,No Issue,None,15.5,132904,2025-02-22,Completed
MAIN11294,EQX1101,2025-06-04,Corrective Maintenance,Track Wear,Hydraulic Hose,37.9,88623,2025-07-04,Completed
MAIN11295,EQX1061,2025-03-28,Inspection,No Issue,None,32.2,34181,2025-04-27,In Progress
MAIN11296,EQX1211,2025-03-12,Emergency Repair,Battery Failure,Engine Belt,19.0,32242,2025-04-11,Scheduled
MAIN11297,EQX1082,2024-07-27,Hydraulic Service,Fuel Leakage,Hydraulic Hose,32.9,102253,2024-08-26,Completed
MAIN11298,EQX1213,2025-03-07,Oil Change,Fuel Leakage,Bucket Teeth,32.0,7060,2025-05-06,Completed
MAIN11299,EQX1132,2025-02-21,Emergency Repair,Bucket Damage,Fuel Filter,16.3,105455,2025-04-07,Completed
MAIN11300,EQX1228,2025-03-30,Emergency Repair,Low Engine Oil,Hydraulic Pump,13.7,121296,2025-05-14,Completed
MAIN11301,EQX1174,2024-09-11,Emergency Repair,Track Wear,Fuel Filter,17.7,127822,2024-10-26,Completed
MAIN11302,EQX1091,2024-11-12,Emergency Repair,Brake Wear,Engine Belt,9.3,67545,2024-12-12,Scheduled
MAIN11303,EQX1098,2025-05-16,Corrective Maintenance,Fuel Leakage,Oil Filter,22.1,110212,2025-07-15,In Progress
MAIN11304,EQX1203,2025-05-24,Corrective Maintenance,Bucket Damage,Oil Filter,16.5,85787,2025-07-08,Completed
MAIN11305,EQX1127,2025-05-12,Emergency Repair,Hydraulic Leakage,Engine Belt,44.9,134451,2025-07-11,Completed
MAIN11306,EQX1044,2025-05-06,Corrective Maintenance,Brake Wear,Battery,2.9,147309,2025-06-20,Completed
MAIN11307,EQX1127,2024-08-31,Corrective Maintenance,Hydraulic Leakage,Fuel Filter,35.5,32680,2024-10-15,Completed
MAIN11308,EQX1138,2025-02-18,Inspection,No Issue,None,45.0,82533,2025-03-20,Completed
MAIN11309,EQX1168,2024-08-19,Preventive Maintenance,Transmission Fault,Bucket Teeth,30.3,57041,2024-10-03,Completed
MAIN11310,EQX1165,2024-12-11,Inspection,No Issue,None,25.0,76225,2025-01-10,Scheduled
MAIN11311,EQX1020,2025-06-07,Corrective Maintenance,Engine Overheating,Track Chain,45.6,132722,2025-08-06,Completed
MAIN11312,EQX1016,2025-01-25,Preventive Maintenance,Hydraulic Leakage,Hydraulic Pump,11.8,113989,2025-02-24,Completed
MAIN11313,EQX1035,2024-10-02,Preventive Maintenance,Track Wear,Track Chain,10.4,19502,2024-12-01,Completed
MAIN11314,EQX1250,2025-04-04,Corrective Maintenance,Battery Failure,Battery,41.7,23203,2025-05-04,Completed
MAIN11315,EQX1245,2024-11-21,Emergency Repair,Engine Overheating,Hydraulic Hose,46.2,32987,2025-01-05,Completed
MAIN11316,EQX1284,2025-06-02,Emergency Repair,Low Engine Oil,Oil Filter,47.5,140465,2025-07-02,Completed
MAIN11317,EQX1023,2025-02-07,Emergency Repair,Low Engine Oil,Engine Belt,40.1,133748,2025-03-09,Completed
MAIN11318,EQX1025,2024-08-18,Emergency Repair,Engine Overheating,Oil Filter,38.0,120555,2024-09-17,In Progress
MAIN11319,EQX1004,2024-07-24,Corrective Maintenance,Brake Wear,Track Chain,11.8,82081,2024-09-07,Completed
MAIN11320,EQX1264,2024-11-02,Emergency Repair,Track Wear,Bucket Teeth,31.2,119243,2024-12-02,Completed
MAIN11321,EQX1111,2025-03-07,Corrective Maintenance,Bucket Damage,Fuel Filter,23.1,17390,2025-05-06,Completed
MAIN11322,EQX1253,2024-09-03,Preventive Maintenance,Track Wear,Oil Filter,42.8,37274,2024-10-18,Scheduled
MAIN11323,EQX1224,2024-11-02,Emergency Repair,Hydraulic Leakage,Brake Pads,46.1,112677,2025-01-01,Completed
MAIN11324,EQX1145,2024-09-24,Emergency Repair,Track Wear,Engine Belt,43.6,128082,2024-10-24,Completed
MAIN11325,EQX1173,2024-10-30,Preventive Maintenance,Hydraulic Leakage,Engine Belt,42.0,21010,2024-12-29,In Progress
MAIN11326,EQX1205,2024-07-28,Corrective Maintenance,Fuel Leakage,Bucket Teeth,27.5,49031,2024-09-26,In Progress
MAIN11327,EQX1078,2024-10-27,Corrective Maintenance,Hydraulic Leakage,Oil Filter,17.6,45187,2024-12-11,Completed
MAIN11328,EQX1266,2025-01-07,Preventive Maintenance,Hydraulic Leakage,Oil Filter,42.3,74131,2025-03-08,Completed
MAIN11329,EQX1243,2025-06-18,Hydraulic Service,Brake Wear,Track Chain,40.1,120312,2025-08-17,In Progress
MAIN11330,EQX1004,2024-07-04,Emergency Repair,Brake Wear,Track Chain,31.4,128286,2024-08-03,Completed
MAIN11331,EQX1165,2025-03-17,Preventive Maintenance,Brake Wear,Bucket Teeth,17.1,92518,2025-05-16,Completed
MAIN11332,EQX1276,2024-11-07,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,40.5,22406,2024-12-22,Completed
MAIN11333,EQX1206,2024-07-25,Emergency Repair,Engine Overheating,Brake Pads,33.8,128921,2024-09-08,Completed
MAIN11334,EQX1154,2025-04-17,Inspection,No Issue,None,24.8,139621,2025-06-01,Completed
MAIN11335,EQX1171,2024-08-09,Hydraulic Service,Transmission Fault,Brake Pads,26.5,9865,2024-09-08,Completed
MAIN11336,EQX1104,2024-12-21,Hydraulic Service,Engine Overheating,Hydraulic Pump,8.9,133671,2025-02-19,In Progress
MAIN11337,EQX1025,2024-09-25,Emergency Repair,Bucket Damage,Hydraulic Hose,25.1,43472,2024-11-09,Completed
MAIN11338,EQX1116,2025-05-12,Corrective Maintenance,Engine Overheating,Brake Pads,45.3,82068,2025-06-11,Completed
MAIN11339,EQX1248,2025-01-26,Corrective Maintenance,Battery Failure,Oil Filter,42.5,68747,2025-03-27,Completed
MAIN11340,EQX1150,2025-04-29,Corrective Maintenance,Bucket Damage,Fuel Filter,11.3,96321,2025-06-13,In Progress
MAIN11341,EQX1058,2024-12-12,Preventive Maintenance,Battery Failure,Track Chain,26.7,79952,2025-01-11,Completed
MAIN11342,EQX1101,2024-07-26,Corrective Maintenance,Track Wear,Hydraulic Pump,31.3,119787,2024-09-09,Completed
MAIN11343,EQX1283,2024-12-09,Emergency Repair,Low Engine Oil,Hydraulic Hose,22.7,58726,2025-01-23,Completed
MAIN11344,EQX1239,2024-12-22,Corrective Maintenance,Low Engine Oil,Hydraulic Hose,15.4,102038,2025-02-20,Completed
MAIN11345,EQX1216,2025-04-26,Corrective Maintenance,Brake Wear,Battery,30.7,76650,2025-06-10,Completed
MAIN11346,EQX1219,2024-12-13,Preventive Maintenance,Battery Failure,Bucket Teeth,19.3,23123,2025-01-27,Completed
MAIN11347,EQX1043,2024-07-18,Preventive Maintenance,Brake Wear,Track Chain,45.8,80343,2024-08-17,Completed
MAIN11348,EQX1151,2025-06-19,Preventive Maintenance,Brake Wear,Fuel Filter,35.0,60126,2025-08-18,Completed
MAIN11349,EQX1238,2025-01-03,Corrective Maintenance,Battery Failure,Battery,6.4,96024,2025-02-02,Completed
MAIN11350,EQX1169,2025-04-30,Corrective Maintenance,Battery Failure,Fuel Filter,2.1,144307,2025-06-14,Completed
MAIN11351,EQX1011,2024-12-11,Hydraulic Service,Transmission Fault,Battery,22.6,148553,2025-02-09,Scheduled
MAIN11352,EQX1119,2025-01-26,Corrective Maintenance,Brake Wear,Hydraulic Hose,47.8,17353,2025-03-12,Completed
MAIN11353,EQX1058,2025-03-23,Preventive Maintenance,Transmission Fault,Track Chain,11.1,11582,2025-05-22,Completed
MAIN11354,EQX1189,2025-04-17,Inspection,No Issue,None,16.2,116958,2025-06-01,Completed
MAIN11355,EQX1275,2024-07-11,Preventive Maintenance,Brake Wear,Battery,12.7,5422,2024-08-25,In Progress
MAIN11356,EQX1008,2024-11-14,Corrective Maintenance,Bucket Damage,Bucket Teeth,10.3,88527,2025-01-13,Completed
